ID,SiO2(Wt%),TiO2(Wt%),Al2O3(Wt%),Cr2O3(Wt%),V2O3(Wt%),Fe2O3(Wt%),FeOT(Wt%),FeO(Wt%),CaO,MgO,MnO(Wt%),NiO,COO(Wt%),K2O(Wt%),Na2O(Wt%),P2O5(Wt%),MgNo,,
OL25505,40.77,,,,,,9.59,,0.01,49.96,,0.34,,,,,90.27831433,,
OL25506,41.23,,,,,,6.69,,0.15,51.68,,0.31,,,,,93.22952643,,
OL25518,41.13,,,,,,9.29,,0.01,48.07,,0.32,,,,,90.2186282,,
OL25519,40.97,,0.04,0.03,,,9.08,,0.15,48.81,,0.37,,,,,90.55008584,,
OL25541,40.67,,,,,,8.98,,0.08,48.92,,0.41,,,,,90.66349564,,
OL25545,41.4,,,,,,10.78,,0.06,48.36,,0.4,,,,,88.88469438,,
OL25549,40.97,,,,,,8.82,,0.07,49.67,,0.27,,,,,90.94069938,,
OL25553,40.8,,,,,,9.75,,0.07,49,,0.27,,,,,89.95820663,,
OL25559,40.49,0.01,0.05,0.05,,,8.79,,0.1,49.37,0.14,0.37,,,0.02,,90.91883501,,
OL25562,40.71,0.01,0.04,0.02,,,9.56,,0.09,49.54,0.13,0.37,,0,0.02,,90.23161888,,
OL25563,40.6,0.01,0.03,0.03,,,9.73,,0.07,49.05,0.12,0.38,,0.01,0.01,,89.98593475,,
OL25564,40.58,0.01,0.03,0.01,,,10.49,,0.07,48.95,0.11,0.36,,0.01,0.01,,89.26800245,,
OL25565,41.05,0.01,0.04,0.03,,,9.6,,0.09,49.66,0.11,0.39,,,0.02,,90.21613013,,
OL25738,40.99,,,,,,8.58,,0.03,49.27,0.09,0.37,,,,,91.10009237,,
OL25739,41.24,,,,,,9.32,,0.04,49.86,0.1,0.33,,,,,90.50889344,,
OL25740,41.25,,,,,,10.4,,0.04,47.53,0.12,0.36,,,,,89.06688884,,
OL25741,40.18,,,0.03,,,8.99,,0.06,49.31,0.09,0.36,,,,,90.72112988,,
OL25742,42.04,,,,,,7.99,,0.07,50.3,0.1,0.36,,,,,91.81784252,,
OL25743,40.9,,,,,,9.69,,0.03,50.07,0.15,0.38,,,,,90.20633631,,
OL25744,41.3,,,,,,9.43,,0.04,49.45,0.14,0.39,,,,,90.33577309,,
OL25745,40.88,,,,,,10.26,,0.08,48.75,0.17,0.37,,,,,89.43994413,,
OL25746,40.92,,,,,,10.03,,0.04,48.5,0.17,0.41,,,,,89.60438013,,
OL25773,37.3,0.02,,,,,23.9,,0.24,36.8,1.19,0.11,,,,,73.29527919,,
OL25774,38.2,0,,,,,18.4,,0.16,42.3,0.33,0.12,,,,,80.38405184,,
OL25775,39.8,0,,,,,16.3,,0.2,44,,,,,,,82.79348073,,
OL25802,40.7,0.02,0.01,0,,,9.19,,0.01,50.12,0.14,0.38,,,0,,90.672953,,
OL25811,40.97,0.01,0.01,0,,,8.77,,0.04,50.47,0.14,0.43,,,0.01,,91.11759646,,
OL26057,40.63,,0.05,,,,9.66,,0.11,49.55,0.1,0.36,,,,,90.1413084,,
OL26058,40.64,,0,,,,10.33,,0.06,48.7,0.12,0.36,,,,,89.3658035,,
OL26059,40.02,,0,,,,9.88,,0.05,48.17,0.14,0.37,,,,,89.68089166,,
OL26060,40.64,,0,,,,10.05,,0.06,48.43,0.11,0.32,,,,,89.57232696,,
OL26061,41.05,,0.04,,,,9.18,,0.09,49.33,0.12,0.33,,,,,90.5470408,,
OL26062,40.88,,0,,,,9.12,,0.06,49.33,0.12,0.38,,,,,90.60301901,,
OL26063,40.93,,0,,,,10.55,,0.05,48.62,0.11,0.41,,,,,89.14797147,,
OL26064,40.89,,0,,,,11.02,,0.07,48.4,0.13,0.39,,,,,88.67358533,,
OL26065,40.54,,0,,,,11.65,,0.05,47.78,0.09,0.38,,,,,87.96730221,,
OL26066,39.92,,0,,,,11.05,,0.06,47.85,0.14,0.48,,,,,88.53071689,,
OL26067,40.38,,0,,,,10.73,,0.07,48.11,0.14,0.39,,,,,88.87941785,,
OL26068,40.74,,0,,,,10.64,,0.04,48.48,0.15,0.45,,,,,89.03740282,,
OL26069,40.41,,0,,,,12.41,,0.05,47.15,0.13,0.44,,,,,87.13409951,,
OL26070,40.81,,0,,,,10.31,,0.07,48.43,0.12,0.44,,,,,89.33133723,,
OL26071,40.16,,0,,,,10.83,,0.06,47.98,0.08,0.47,,,,,88.76043298,,
OL26072,40.74,,0.01,,,,10.34,,0,49.31,0.14,0.37,,,,,89.47441246,,
OL26073,41.17,,0.01,,,,9.18,,0,49.36,0.13,0.38,,,,,90.55224331,,
OL26074,40.97,,0.03,,,,9.71,,0.07,49.41,0.11,0.4,,,,,90.07005671,,
OL26075,41.2,,0.02,,,,8.23,,0.07,50.17,0.12,0.41,,,,,91.57278431,,
OL26076,40.86,,0.02,,,,8.11,,0.06,49.89,0.1,0.4,,,,,91.64267901,,
OL26077,40.58,,0.03,,,,10.66,,0.08,48.2,0.1,0.36,,,,,88.96231042,,
OL26078,39.9,,0.06,,,,13.36,,0.08,46.03,0.12,0.44,,,,,85.99728694,,
OL26079,40.87,,0.01,,,,8.86,,0,49.98,0.18,0.39,,,,,90.95466976,,
OL26083,40.91,0.01,0.04,0,,,13.24,,0.11,46.27,0.09,0.41,,,0,,86.1676851,,
OL26086,39.92,0.12,0.06,0,,,15.42,,0.09,44.11,0.19,0.36,,,0,,83.6040499,,
OL26087,41.12,0,0.02,0,,,11.13,,0.08,47.2,0.13,0.34,,,0,,88.31687994,,
OL26531,40.03,0.06,0.03,0,,,12.2,,0.06,47.05,0.13,0.33,,,0.02,,87.30069739,,
OL26532,39.99,0,0.04,0.05,,,12.33,,0.1,46.85,0.1,0.4,,,0.03,,87.13504433,,
OL26533,39.96,0,0.06,0,,,12.99,,0.08,47.36,0.14,0.34,,,0.04,,86.66473031,,
OL26536,40.81,0.07,0.06,0,,,13.11,,0.09,46.76,0.14,0.47,,,0.04,,86.40906187,,
OL26537,40.97,0.06,0.04,0,,,13.55,,0.1,46.48,0.15,0.37,,,0,,85.94430747,,
OL26538,40.97,0.08,0.07,0.03,,,13.61,,0.1,46.08,0.05,0.33,,,0.03,,85.7857833,,
OL26541,40.53,0,0,0,,,12.95,,0.05,45.94,0.13,0.44,,,0,,86.34537402,,
OL26542,41.41,0,0.02,0,,,12.96,,0.05,46.54,0.1,0.41,,,0.02,,86.48862436,,
OL26543,40.66,0,0.02,0,,,12.19,,0.08,46.12,0.09,0.41,,,0.02,,87.08693417,,
OL26632,40.98,0.02,0.02,,,,9.68,,0.12,49.48,0.12,0.37,,,,,90.11032174,,
OL26633,40.86236449,0.000891096,0.027656981,,,,8.622311386,,0.12663465,49.88434896,0.112278102,0.388319856,,,,,91.16049353,,
OL26634,41.1739536,0.000660103,0.030364759,,,,8.871823568,,0.09710122,49.87170788,0.093734692,0.38401519,,,,,90.92581149,,
OL26635,41.1232198,0.008613846,0.024232631,,,,9.202805606,,0.096955275,48.98941884,0.124430474,0.36257362,,,,,90.46619547,,
OL26636,41.13826007,0.007822443,0.051423485,,,,10.0486375,,0.172159755,48.87350086,0.147405189,0.369503156,,,,,89.65842273,,
OL26637,41.5965,0.01005,0.021225,,,,8.42945,,0.056125,49.783925,0.100275,0.3942,,,,,91.32514121,,
OL26638,41.61717327,0.010660314,0.012376526,,,,8.405278143,,0.154459041,49.46603582,0.101586523,0.403771774,,,,,91.29710133,,
OL26639,40.88027451,0.009505175,0.012500296,,,,9.743027633,,0.154681879,48.86907745,0.117626546,0.401445145,,,,,89.94048641,,
OL26640,40.33438,0.01688,0.0201,,,,9.663,,0.11722,48.62046,0.13814,0.37664,,,,,89.96892654,,
OL26641,40.57478273,0.009041452,0.02250606,,,,10.14902949,,0.13689018,48.98876414,0.139589606,0.310173829,,,,,89.58787824,,
OL26642,40.77478732,0.014510723,0.005049339,,,,9.70762439,,0.032796194,49.26682004,0.112727725,0.387892204,,,,,90.04626462,,
OL26643,40.8996,0.03314,0.00782,,,,9.04538,,0.14248,49.25126,0.10074,0.35728,,,,,90.65921489,,
OL26644,40.74546667,0.022266667,0.0426,,,,9.318266667,,0.047633333,49.65216667,0.138066667,0.378233333,,,,,90.47455364,,
OL26645,40.94003173,0.003393905,0.021979576,,,,10.53918669,,0.067534673,48.03012188,0.134826924,0.334117844,,,,,89.03932672,,
OL26646,40.81378707,0.004694012,0.009115907,,,,9.006414211,,0.063845365,49.43444194,0.140344152,0.364840373,,,,,90.72698978,,
OL26647,40.47164208,0.001919196,0.03494957,,,,8.943271644,,0.151434667,49.89224808,0.124586125,0.325334029,,,,,90.86283269,,
OL26648,40.819725,0.01115,0.0431,,,,8.987725,,0.194325,48.982975,0.124425,0.331425,,,,,90.66710612,,
OL26649,40.57621801,0.009242408,0.032222167,,,,8.157991003,,0.123232111,50.59127652,0.105833151,0.37393875,,,,,91.70419135,,
OL26650,41.5953,0.0007,0.0214,,,,8.9842,,0.09445,49.6036,0.1227,0.337125,,,,,90.77638717,,
OL26651,41.20636667,0.002933333,0.014766667,,,,9.3796,,0.0771,49.31473333,0.118166667,0.3251,,,,,90.35862051,,
OL26652,40.92550287,0.021783614,0.015215524,,,,8.447157452,,0.088751725,50.63518579,0.125090754,0.393194234,,,,,91.44211583,,
OL26653,41.15977835,0.024786716,0.020100014,,,,10.74103147,,0.065184774,47.97836971,0.155123259,0.350974624,,,,,88.84212718,,
OL26654,40.18105151,0.01736994,0.023606624,,,,10.73253521,,0.087339355,48.68100828,0.126511919,0.332657538,,,,,88.99318959,,
OL26655,40.88496353,0.01980464,0.006274737,,,,9.501962339,,0.054070589,49.19801019,0.129686077,0.35859144,,,,,90.22423138,,
OL26656,40.80993333,0.005266667,0.026933333,,,,8.669266667,,0.0727,50.49956667,0.1275,0.36,,,,,91.21534755,,
OL26657,40.92896,0.00718,0.01554,,,,8.7601,,0.09702,49.60402,0.1167,0.33274,,,,,90.98578915,,
OL26658,40.78306122,0.009206301,0.017041757,,,,9.110861195,,0.069624454,49.53629081,0.117070092,0.38061849,,,,,90.64699213,,
OL26659,41.19110614,0.00395437,0.045393556,,,,9.493560573,,0.103205795,48.74859397,0.144546939,0.375828577,,,,,90.15084873,,
OL26660,41.2450417,0.000198024,0.00749191,,,,8.301002854,,0.029307558,50.09173281,0.128055548,0.375024533,,,,,91.49411289,,
OL26661,41.81170348,0.009010026,0.023663695,,,,8.402295048,,0.068581812,49.31441507,0.122377939,0.350697946,,,,,91.27550603,,
OL26662,40.94593301,0.015668769,0.0159163,,,,9.83592715,,0.047179578,48.88710256,0.157207503,0.381446641,,,,,89.85766208,,
OL26663,40.52899,0.01176,0.01511,,,,9.58882,,0.02878,48.61125,0.13024,0.38122,,,,,90.03656171,,
OL26664,40.59987291,0.009466324,0.022112361,,,,10.30487005,,0.058715479,48.67964717,0.122940845,0.287145152,,,,,89.38496286,,
OL26665,40.93257455,0.006397097,0.008946132,,,,9.7907574,,0.023958477,48.71372428,0.143922434,0.392257261,,,,,89.86722827,,
OL26666,40.86016667,0.044166667,0.011166667,,,,9.1324,,0.043766667,49.41323333,0.107066667,0.3745,,,,,90.6058038,,
OL26667,40.34612857,0.015285714,0.007614286,,,,9.588128571,,0.024071429,49.78064286,0.135371429,0.385842857,,,,,90.24842154,,
OL26668,40.85209174,0.007348707,0.004141539,,,,10.77719401,,0.045405411,47.48214036,0.164853461,0.355995595,,,,,88.70501766,,
OL26669,40.42100108,0.022147456,0.005480043,,,,8.923126655,,0.036693562,49.66143992,0.118363884,0.353399656,,,,,90.84303908,,
OL26670,40.22227923,0.030775021,0.039731428,,,,8.890580372,,0.123706157,50.04951117,0.119194283,0.300645693,,,,,90.93774252,,
OL26671,40.47146,0.01144,0.04788,,,,9.12754,,0.14808,49.52004,0.14556,0.33324,,,,,90.62868781,,
OL26672,40.77188078,0.000202017,0.026767298,,,,8.08880806,,0.084981962,50.65258266,0.120638023,0.368580641,,,,,91.77789559,,
OL26673,41.12986345,0.00640285,0.021188814,,,,9.102608694,,0.062609314,49.52370303,0.150301958,0.300702929,,,,,90.65251891,,
OL26674,41.1383442,0.000198019,0.007054422,,,,9.2933717,,0.05133639,49.00206923,0.089504525,0.356136922,,,,,90.38364083,,
OL26675,40.66048933,0.005490399,0.008791175,,,,8.661856002,,0.054283052,50.16603663,0.125527514,0.454722684,,,,,91.16899201,,
OL26676,40.52384157,0.009051949,0.0162739,,,,10.95873984,,0.030979232,47.76987735,0.144406356,0.336392628,,,,,88.59773649,,
OL26677,40.065475,0.0023,0.014275,,,,10.7774,,0.06355,48.498875,0.138775,0.3736,,,,,88.91537154,,
OL28950,41.13,0,0,0,,,8.81,,0.04,51.14,0.13,,,,0,,91.18725353,,
OL28951,40.67,0,0.02,0.03,,,9.69,,0.06,49.42,0.14,,,,0,,90.09028935,,
OL28952,41.3,0,0,0,,,9.59,,0.05,49.44,0.13,,,,0,,90.18609838,,
OL28966,40.9,,0,0,,,8.16,,0.03,51.1,0.1,0.38,,,0,,91.77813324,,
OL28967,41.1,0,0,0.03,,,8.32,,0.03,50.2,0.1,,,,0,,91.49312544,,
OL29214,41.3565,,,,,,8.9425,,,49.4815,0.098,0.3775,,,,,90.79468846,,
OL29216,40.52420339,,,,,,9.26407856,,,49.49145975,0.161010628,0.366252287,,,,,90.49685396,,
OL29217,40.624,,,,,,10.0632,,,48.70586667,0.151666667,0.356333333,,,,,89.61304995,,
OL29222,39.86244367,,,,,,12.55132338,,,46.33080159,0.285678831,0.293086305,,,,,86.80718865,,
OL29224,40.081,,,,,,15.468,,,43.06,0.236,0.038,,,,,83.22778469,,
OL29226,39.6113537,,,,,,15.89121678,,,43.57513497,0.231549133,0.211504117,,,,,83.01592891,,
OL29227,40.0998515,,,,,,13.8744955,,,45.3730165,0.2019375,0.2303405,,,,,85.35727099,,
OL29228,39.86852217,,,,,,14.68600594,,,44.51981764,0.265774861,0.238830417,,,,,84.38392151,,
OL29229,39.88032138,,,,,,14.68417621,,,44.43460679,0.2455425,0.259831,,,,,84.36030305,,
OL29230,39.6370335,,,,,,17.03271917,,,42.6538295,0.243083667,0.184606333,,,,,81.69797289,,
OL29232,40.6148007,,,,,,13.0382586,,,46.52075605,0.1850367,0.3389585,,,,,86.41326251,,
OL2579,40.28,0.01,0.05,0.03,,,10.49,,0.38,48.55,0.2,0.2,,,,,89.18914126,,
OL29942,40.79,,,,,,8.94,,0.07,50.19,0.11,0.39,,,,,90.91513521,,
OL29943,40.88,,,,,,9.07,,0.06,50.71,0.15,0.26,,,,,90.88097111,,
OL29944,41.19,,,,,,9.58,,0.07,49.83,0.01,,,,,,90.26459515,,
OL29945,41.24,,,,,,9.73,,0.08,49.6,0.09,,,,,,90.08596897,,
OL29946,41.24,,,,,,9.83,,0.06,48.57,0.14,0.34,,,,,89.80372117,,
OL29947,41.16,,,,,,10.18,,0.05,48.34,0.16,0.3,,,,,89.43410581,,
OL29948,41.29,,,,,,9.62,,0.07,50.36,0.17,0.42,,,,,90.32080768,,
OL29949,41.32,,,,,,9.47,,0.07,50.76,0.15,0.46,,,,,90.52540217,,
OL29951,41.57,,,0.03,,,9.68,,0.06,49.35,0.01,0.31,,,,,90.08685246,,
OL29952,42.01,,,0.02,,,9.15,,0.05,49.87,0.11,0.25,,,,,90.66755213,,
OL29953,39.86,,,,,,9.5,,0.05,48.71,0.13,0.3,,,,,90.13778812,,
OL29954,40.21,,,,,,10.06,,0.06,49.2,0.15,0.42,,,,,89.70956816,,
OL29956,40.61,,,,,,10.37,,0.03,48.36,0.16,0.4,,,,,89.26205222,,
OL30171,42.03,0,0,0,,,8.03,,0.23,51.01,0,,,0,0,,91.88537302,,
OL30922,41.02,0.05,0.03,0.04,,,9.96,,0.1,48.91,0.14,0.12,,,0.02,,89.74715648,,
OL30923,41.06,0.02,0.01,0.01,,,10.64,,0.05,49.15,0.14,0.13,,,0.01,,89.1706588,,
OL30924,40.9,0.03,0.01,0.05,,,9.85,,0.05,49.35,0.14,0.13,,,0.03,,89.93028875,,
OL30925,40.95,0.03,0.03,0,,,10.4,,0.07,49.18,0.14,0.14,,,0.02,,89.3947964,,
OL30926,40.85,0.02,0.02,0.05,,,9.85,,0.03,49.48,0.16,0.14,,,0.01,,89.95408736,,
OL30927,41.27,0.02,0,0.03,,,10.43,,0.02,49.06,0.14,0.13,,,0.01,,89.34422138,,
OL30928,41.3,0.02,0.01,0.02,,,9.95,,0.01,48.79,0.15,0.13,,,0.04,,89.73378817,,
OL30929,41.18,0.03,0.04,0.02,,,9.64,,0.09,49.72,0.13,0.13,,,0.01,,90.19005603,,
OL30931,41.25,0.03,0.01,0.02,,,8.87,,0.03,49.76,0.13,0.14,,,0.02,,90.90899187,,
OL30933,41.02,0.01,0.02,0.03,,,9.22,,0.09,49.08,0.14,0.12,,,0.02,,90.46602852,,
OL30934,40.87,0.01,0.02,0.02,,,9.01,,0.06,49.54,0.12,0.14,,,0,,90.74157606,,
OL30935,41.15,0.01,0.01,0,,,9.45,,0.03,49.45,0.12,0.13,,,0.02,,90.31726097,,
OL30936,41.2,0.01,0,0.05,,,8.79,,0.01,49.92,0.13,0.14,,,0.02,,91.00989305,,
OL30937,41.33,0.03,0.01,0.01,,,9.37,,0.03,49.77,0.15,0.13,,,0.03,,90.44723287,,
OL30938,41.45,0.02,0.02,0.05,,,8.89,,0.03,50.42,0.13,0.39,,,0.03,,90.998873,,
OL30939,41.3,0,0.01,0.04,,,9.22,,0.05,49.64,0.12,0.13,,,0.02,,90.56343391,,
OL30940,41.31,0.01,0.02,0.02,,,9.4,,0.05,49.96,0.13,0.14,,,0.01,,90.45253405,,
OL30941,40.85,0.03,0.02,0.02,,,8.9,,0.11,49.45,0.11,0.14,,,0.01,,90.82912455,,
OL30942,41.36,0.02,0.02,0.05,,,8.64,,0.1,49.94,0.11,0.14,,,0.02,,91.15296101,,
OL30943,41.02,0.03,0.01,0.04,,,8.35,,0.09,50.16,0.15,0.13,,,0.01,,91.45884477,,
OL30944,41.29,0.04,0.03,0.03,,,9.52,,0.11,49.62,0.12,0.15,,,0.01,,90.28267834,,
OL30945,41.04,0.02,0.03,0.04,,,8.71,,0.04,49.98,0.1,0.14,,,0.01,,91.09416922,,
OL30946,41.16,0,0.01,0.02,,,9.57,,0.01,49.61,0.13,0.15,,,0,,90.23484901,,
OL30947,41.28,0.01,0,0,,,8.34,,0.01,50.36,0.12,0.14,,,0.02,,91.49920387,,
OL30948,41.09,0.04,0,0.02,,,9.82,,0.02,49.53,0.12,0.15,,,0.01,,89.99071992,,
OL30949,41.01,0.02,0.01,0.05,,,8.9,,0.02,49.86,0.12,0.15,,,0.01,,90.89767261,,
OL30950,41.38,0.02,0.01,0.02,,,9.16,,0.03,49.87,0.13,0.38,,,0.02,,90.65830553,,
OL30951,41.15,0.01,0,0.02,,,8.78,,0.06,49.88,0.12,0.22,,,0,,91.01264751,,
OL30952,41.32,0,0,0.02,,,9.11,,0.03,49.65,0.14,0.13,,,0.01,,90.66721315,,
OL31283,40.91,0,0,0.02,,,9.69,,0.018,49.34,0.15,0.43,,,,,90.0758163,,
OL31284,41.35,0.01,0.01,0.01,,,9.27,,0.018,49.59,0.17,0.34,,,,,90.50845851,,
OL31285,40.65,0.01,0.02,0,,,8.97,,0.04,49.81,0,0.47,,,,,90.82428636,,
OL31286,40.97,0,0.01,0,,,8.46,,0.03,49.72,0.1,0.34,,,,,91.28622307,,
OL31287,40.82,0.02,0.02,0,,,8.92,,0.023,49.99,0.1,0.36,,,,,90.90064443,,
OL31288,40.66,0,0,0.02,,,8.36,,0.03,49.98,0.04,0.34,,,,,91.42133804,,
OL31353,41.88,,0.02,0.04,,,10.21,,0.09,48.29,0.19,0.39,,0.01,,,89.39646141,,
OL31354,41.61,,0.03,,,,10.47,,0.04,48.94,0.14,0.46,,,0.04,,89.28431709,,
OL31355,41.74,0.02,0.03,0.05,,,10.32,,0.04,48.26,0.12,0.32,,0.02,,,89.28850945,,
OL31356,41.79,,0.03,,,,10.48,,0.1,48.09,0.1,0.27,,0.01,0.01,,89.10626734,,
OL31357,41.11,0.1,0.04,0.02,,,10.93,,0.09,47.34,0.06,0.39,,0.01,0.02,,88.53278417,,
OL31835,41.12,0,0,0.01,,,9.88,,0.04,48.62,0.14,0.4,,0,0.01,,89.76662597,,
OL31836,41.02,0,0,0.02,,,8.8,,0.04,49,0.12,0.36,,0,0.02,,90.84708278,,
OL31837,40.71,0.01,0.01,0.01,,,10.81,,0.07,47.45,0.16,0.37,,0,0,,88.66772745,,
OL31838,41.02,0.01,0.01,0,,,9.73,,0.02,48.41,0.13,0.38,,0.01,0,,89.86695984,,
OL31839,40.79,0.02,0.06,0,,,9.91,,0.04,47.76,0.14,0.36,,0.01,0.01,,89.57323572,,
OL31840,41.33,0,0,0.01,,,8.38,,0.04,49.53,0.11,0.36,,0,0.01,,91.33123961,,
OL31841,40.85,0.01,0,0,,,10.08,,0.01,47.96,0.15,0.36,,0,0.02,,89.45279844,,
OL31842,40.89,0,0.01,0.03,,,9.18,,0.04,48.71,0.12,0.39,,0,0,,90.43822465,,
OL31843,40.64,0.01,0.02,0.02,,,11.31,,0.05,47.06,0.14,0.29,,0,0.01,,88.11926029,,
OL31844,41.02,0.01,0.02,0.02,,,9.3,,0.04,48.41,0.13,0.36,,0.01,0,,90.27120481,,
OL31845,41.05,0,0.01,0.02,,,8.91,,0.04,48.81,0.13,0.4,,0,0.01,,90.71057617,,
OL31846,40.98,0.01,0,0.01,,,9.2,,0.05,48.63,0.14,0.41,,0,0,,90.40514011,,
OL31847,41.23,0,0.01,0,,,8.58,,0.04,48.98,0.13,0.4,,0,0.01,,91.05211298,,
OL31848,41.01,0,0.01,0,,,9.65,,0.02,48.52,0.14,0.37,,0,0.01,,89.96240779,,
OL31849,40.84,0,0,0.01,,,9.77,,0.01,48.54,0.13,0.35,,0,0.01,,89.85401459,,
OL31850,40.96,0,0.01,0.01,,,9.31,,0.01,48.55,0.15,0.37,,0,0.03,,90.28711637,,
OL31851,40.33,0,0.02,0.01,,,13.27,,0.05,46.06,0.22,0.34,,0.01,0.01,,86.08629028,,
OL31852,40.43,0,0.01,0,,,9.88,,0.05,48,0.16,0.36,,0,0,,89.6481281,,
OL31853,40.64,0,0,0.02,,,8.89,,0.03,48.77,0.13,0.37,,0.01,0.02,,90.72259675,,
OL31854,40.84,0.01,0,0.02,,,10.49,,0.05,47.84,0.15,0.38,,0.01,0.03,,89.04627059,,
OL31855,41.47,0.02,0.01,0.03,,,8.87,,0.08,49.44,0.12,0.36,,0,0.04,,90.85553114,,
OL31856,41.53,0.01,0.01,0.02,,,9.54,,0.03,49.08,0.14,0.38,,0.01,0.01,,90.16766637,,
OL31857,40.92,0,0,0.02,,,8.94,,0.05,49.23,0.13,0.39,,0,0.02,,90.75435694,,
OL31858,40.84,0.01,0,0.01,,,10.29,,0.02,48.1,0.18,0.36,,0,0.01,,89.28459066,,
OL31859,41.25,0,0.01,0.01,,,9.1,,0.01,49.11,0.13,0.34,,0,0.01,,90.58363747,,
OL31860,40.97,0,0.03,0.03,,,9.71,,0.07,49.04,0.13,0.37,,0,0,,90.0026267,,
OL31861,41.33,0.01,0.01,0.01,,,9.01,,0.04,50.2,0.12,0.38,,0,0,,90.85216522,,
OL31862,41.46,0,0,0.01,,,8.91,,0.04,50.37,0.13,0.37,,0,0.02,,90.97230443,,
OL31863,41.12,0,0,0,,,9.91,,0.06,49.37,0.14,0.39,,0.02,0.01,,89.8788473,,
OL31864,41.7,0,0,0.01,,,9.25,,0.01,50.13,0.15,0.38,,0,0,,90.61946755,,
OL31865,41.16,0,0.01,0.02,,,10.5,,0.03,48.65,0.13,0.37,,0.01,0.01,,89.19978906,,
OL31866,41.51,0,0,0.02,,,9.14,,0.02,49.69,0.13,0.39,,0,0.01,,90.64618676,,
OL31867,41.24,0.02,0,0,,,9.86,,0.05,48.55,0.14,0.39,,0,0,,89.77200384,,
OL31890,40.72,0.01,0,0.03,,,9.53,,0.06,49.29,0.15,0.39,,0.01,0.01,,90.2147162,,
OL31894,40.7,0.01,0.2,0.09,,,6.83,,0.27,51.93,0.12,0.36,,0.03,0.07,,93.12856786,,
OL33760,41.5,0,0,0.3,,,8.8,,0.06,49.9,0.13,0.43,,,,,90.99730357,,
OL33761,40.41,0,0,0,,,8.89,,0.06,51.12,0.16,0.35,,,,,91.11117195,,
OL33763,40.5,0,0,0,,,10.4,,0.07,48.6,0.17,0.33,,,,,89.28179764,,
OL33764,40.4,0,0,0.03,,,10.1,,0.05,50.55,0.16,0.35,,,,,89.92087786,,
OL34549,41.235,0.004,0.017,0.005,,,9.859,,0.051,49.256,0.144,0.396,,0.009,0.057,,89.90472405,,
OL34550,41.202,0.005,0.016,0.012,,,11.305,,0.071,48.107,0.163,0.398,,0.007,0.044,,88.35225423,,
OL34551,40.932,0.005,0.015,0.014,,,10.156,,0.065,49.01,0.143,0.406,,0.005,0.027,,89.58551625,,
OL34552,40.583,0.003,0.003,0.006,,,10.347,,0.044,48.906,0.149,0.4,,0.005,0.036,,89.3902661,,
OL34553,40.992,0.003,0.012,0.01,,,9.088,,0.047,49.533,0.122,0.409,,0.014,0.089,,90.66770877,,
OL34555,40.671,0.001,0.008,0.007,,,10.008,,0.043,49.126,0.14,0.401,,0.009,0.029,,89.74346466,,
OL34556,41.002,0.003,0.019,0.013,,,9.827,,0.061,49.357,0.142,0.407,,0.01,0.061,,89.952721,,
OL34557,40.665,0.01,0.022,0.015,,,11.84,,0.076,46.851,0.156,0.369,,0,0.008,,87.58305185,,
OL34558,41.273,0.005,0.014,0.012,,,9.047,,0.062,49.325,0.133,0.379,,0,0.003,,90.67036182,,
OL34559,40.739,0.005,0.018,0.015,,,10.42,,0.068,48.42,0.146,0.384,,0,0.005,,89.22778524,,
OL34560,40.795,0,0.008,0.004,,,9.015,,0.045,49.704,0.126,0.39,,0,0.004,,90.76465531,,
OL34561,41.336,0.003,0.018,0.009,,,8.925,,0.062,49.15,0.123,0.392,,0.003,0.004,,90.75480092,,
OL34562,41.179,0.006,0.016,0.011,,,9.594,,0.056,47.666,0.133,0.399,,0.005,0.031,,89.85409407,,
OL34563,41.525,0.004,0.017,0.009,,,9.544,,0.057,48.686,0.127,0.399,,0.003,0.006,,90.09223591,,
OL34564,41.102,0.003,0.027,0.016,,,11.005,,0.074,47.369,0.144,0.38,,0.001,0.01,,88.46942439,,
OL34565,41.425,0.001,0.002,0.005,,,9.354,,0.039,48.661,0.132,0.404,,0.002,0.003,,90.26577446,,
OL34566,41.441,0.007,0.021,0.016,,,9.086,,0.053,48.686,0.129,0.4,,0.002,0.004,,90.52263156,,
OL34567,40.7298,0.005,0.0246,,,,9.8634,,0.08,49.5766,0.2692,,,0.0038,0.0082,,89.95942606,,
OL34568,40.872,0.021,0.0355,,,,9.722,,0.075,49.224,0.1,,,0,0.011,,90.02518823,,
OL34570,41.094,0,0,,,,9.2,,0.127,49.303,0.192,,,0,0.038,,90.52370133,,
OL34571,41.4915,0.01625,0.0405,,,,9.78575,,0.05375,48.713,0.16475,,,0.0005,0.00975,,89.87175038,,
OL34647,41.61,,,0.06,,,7.5,,0.05,51.08,0.09,0.49,,,,,92.38979535,,
OL34648,41.07,,,0.03,,,8.01,,0.07,50.83,0.09,0.47,,,,,91.87760633,,
OL34649,41.4,,,0.05,,,7.77,,0.04,51.15,0.11,0.39,,,,,92.14728425,,
OL34650,40.9,,,0.03,,,8.37,,0.05,50.26,0.15,0.53,,,,,91.45571404,,
OL34651,41.18,,,0.03,,,8.48,,0.04,49.56,0.06,0.51,,,,,91.24169886,,
OL34652,41.22,,,0.04,,,8.2,,0.07,50.76,0.18,0.5,,,,,91.69043607,,
